SEEDGWAS2078id	general_identifier	number	name	bank_number	breeders_code	subtaxa_id...7	taxonomy_id	institution_id	breeder_id	plant_passport	donor_code	donor_number	acqdate	collnumb	colldate	collcode	duplsite	biologicalstatus_id	collsrc_id	location_id	created_on	updated_on	locations_id	locations_state	locations_region	locations_site_name	locations_elevation	locations_latitude	locations_longitude	countries_id	countries_country_code2	countries_country_code3	countries_country_name	subtaxa_id...35	subtaxa_subtaxa_author	subtaxa_taxonomic_identifier	taxonomies_id	taxonomies_genus	taxonomies_species	taxonomies_species_author	taxonomies_crop_name	taxonomies_ploidy	Sample ID of DNA from composite samples	Sample ID of DNA from original CMLs	Sample ID of DNA from most recent CML regenerations	Sample ID for DNA from intermediate CML regenerations	Sample ID of DNA from single plants used in GWAS	Tester GID	Tester pedigree	Testcross GID	PrimaryRace	PrimaryPurity	SecondaryRace	Pedigree	GrainType1	GrainType2	GrainType3	GrainColor1	GrainColor2	GrainColor3	PopulationType	flowering_season_start	growing_season_start	X.unlist.strsplit.pca_sample_names....n....
1749	17753	NA	17753	CIMMYTMA-BANK-005907	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1689	NA	NA	NA	NA	NA	7577	2014-11-24T15:12:07Z	NA	7577	NA	SANTA CATARINA	RIO DO SUL	345	-27.21666667	-49.65	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17040	NA	NA	NA	SEEDGWAS2024	242913	CML269/CML264	238862	REDDNT	NA	NA	NA	Dent	NA	NA	Sun red	White	Yellow	Collection	NA	NA	SEEDGWAS2024
1750	17754	NA	17754	CIMMYTMA-BANK-005915	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA363	1970-02-18	NA	NA	NA	NA	8616	2014-11-24T15:12:07Z	NA	8616	NA	NA	SANTA MARIA TEOPOXCO	2019	18.168563	-96.950662	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV24492	NA	NA	NA	SEEDGWAS4401	242917	CML457/CML459	268275	CONICO	NA	OLOTON	NA	Dent	NA	NA	Yellow	Sun red	White	Collection	NA	NA	SEEDGWAS4401
1751	19087	NA	19087	CIMMYTMA-BANK-005916	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA364	1970-02-23	NA	NA	NA	NA	5730	2014-11-24T15:12:07Z	NA	5730	NA	CUICATLAN	NACALTEPEC	2000	17.515762	-96.919424	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17082	NA	NA	NA	SEEDGWAS4223	242914	CML373/CML311	241020	BOLITA	NA	NALTEL	NA	Dent	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS4223
1752	19183	NA	19183	CIMMYTMA-BANK-005917	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA372	1970-02-21	NA	NA	NA	NA	2189	2014-11-24T15:12:07Z	NA	2189	NA	NA	CONSEPCION PAPALO	1967	17.848135	-96.879163	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17106	NA	NA	NA	SEEDGWAS2764	242919	CML495/CML494	268205	BOLITA	NA	OLOTON	NA	Dent	NA	NA	White	Yellow	Sun red	Collection	NA	NA	SEEDGWAS2764
1753	19292	NA	19292	CIMMYTMA-BANK-005918	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA387	1970-02-28	NA	NA	NA	NA	8420	2014-11-24T15:12:07Z	NA	8420	NA	SIERRA DE JUAREZ	SAN PEDRO YOLOX	2063	17.592724	-96.549449	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17053	NA	NA	NA	SEEDGWAS2765	242913	CML269/CML264	239559	NALTEL	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2765
1754	19295	NA	19295	CIMMYTMA-BANK-005926	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1598	NA	NA	NA	NA	NA	2507	2014-11-24T15:12:07Z	NA	2507	NA	RIO GRANDE DO SUL	DOCTOR PESTANA	391	-28.527081	-53.998021	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18443	NA	NA	NA	SEEDGWAS2025	242916	CML451/CML486	238863	PINTFT	NA	NA	NA	Dent	NA	NA	Red	Blue	Yellow	Collection	NA	NA	SEEDGWAS2025
1755	19302	NA	19302	CIMMYTMA-BANK-005928	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1602	NA	NA	NA	NA	NA	1703	2014-11-24T15:12:07Z	NA	1703	NA	RIO GRANDE DO SUL	CHIAPETA	436	-27.93324	-53.946282	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17069	NA	NA	NA	SEEDGWAS2026	242919	CML495/CML494	238864	RGWHDT	9	NA	NA	Dent	NA	NA	Red	Yellow	NA	Collection	NA	NA	SEEDGWAS2026
1756	19305	NA	19305	CIMMYTMA-BANK-005929	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1604	NA	NA	NA	NA	NA	3473	2014-11-24T15:12:07Z	NA	3473	NA	RIO GRANDE DO SUL	GIRUA	412	-28.033333	-54.333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16683	NA	NA	NA	SEEDGWAS2027	242916	CML451/CML486	238865	RGWHDT	9	NA	NA	Dent	NA	NA	White	Sun red	Yellow	Collection	NA	NA	SEEDGWAS2027
1757	19308	NA	19308	CIMMYTMA-BANK-005933	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1615	NA	NA	NA	NA	NA	4815	2014-11-24T15:12:07Z	NA	4815	NA	PARANA	LAPA	921	-25.8	-49.75	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17042	NA	NA	NA	SEEDGWAS2028	242914	CML373/CML311	238866	CRISBL	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS2028
1758	19310	NA	19310	CIMMYTMA-BANK-005934	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1616	NA	NA	NA	NA	NA	4815	2014-11-24T15:12:07Z	NA	4815	NA	PARANA	LAPA	921	-25.8	-49.75	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18728	NA	NA	NA	SEEDGWAS3222	242919	CML495/CML494	240016	SPWHDT	NA	NA	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS3222
1759	19316	NA	19316	CIMMYTMA-BANK-005939	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA76	1946-01-01	NA	NA	NA	NA	1594	2014-11-24T15:12:07Z	NA	1594	NA	POCHUTLA	CHALALTEPEC	172	15.75	-96.46666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV24214	NA	NA	NA	SEEDGWAS3223	242913	CML269/CML264	240017	TUXPEN	NA	TEPECI	NA	Dent	NA	NA	White	Yellow	Sun red	Collection	NA	NA	SEEDGWAS3223
1760	19326	NA	19326	CIMMYTMA-BANK-005940	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA222	1970-02-05	NA	NA	NA	NA	7396	2014-11-24T15:12:07Z	NA	7396	NA	POCHUTLA	RANCHO EL COLORADO	150	15.75	-96.46666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV24210	NA	NA	NA	SEEDGWAS3224	242917	CML457/CML459	240018	TUXPEN	NA	NA	NA	Dent	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS3224
1761	19327	NA	19327	CIMMYTMA-BANK-005943	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA227	1970-02-07	NA	NA	NA	NA	8401	2014-11-24T15:12:07Z	NA	8401	NA	NA	SAN PEDRO JUCHATENGO	847	16.35071	-97.096379	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18576	NA	NA	NA	SEEDGWAS1108	242913	CML269/CML264	242179	TEPECI	NA	ZAPCHI	NA	Dent	NA	NA	Yellow	White	NA	Collection	NA	NA	SEEDGWAS1108
1762	19337	NA	19337	CIMMYTMA-BANK-005945	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1772	NA	NA	NA	NA	NA	6655	2014-11-24T15:12:07Z	NA	6655	NA	SAO PAULO	PRESIDENTE WENCESLAU	426	-21.86666667	-51.83333333	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17822	NA	NA	NA	SEEDGWAS329	242913	CML269/CML264	241399	PADENT	9	NA	NA	Dent	NA	NA	Sun red	Yellow	White	Collection	NA	NA	SEEDGWAS329
1763	19338	NA	19338	CIMMYTMA-BANK-005946	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA232	1970-02-08	NA	NA	NA	NA	4225	2014-11-24T15:12:07Z	NA	4225	NA	JAMILTEPEC	JUQUILA	1512	16.233634	-97.28339	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17055	NA	NA	NA	SEEDGWAS1109	242913	CML269/CML264	242180	TEPECI	NA	NA	NA	Dent	NA	NA	Yellow	Sun red	White	Collection	NA	NA	SEEDGWAS1109
1764	19340	NA	19340	CIMMYTMA-BANK-005947	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA240	1970-02-10	NA	NA	NA	NA	7463	2014-11-24T15:12:07Z	NA	7463	NA	PINOTEPA NACIONAL	RANCHO VIEJO	187	16.343416	-98.026611	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18710	NA	NA	NA	SEEDGWAS1465	242919	CML495/CML494	242536	ZAPCHI	NA	NALTEL	NA	Dent	NA	NA	White	Blue	Yellow	Collection	NA	NA	SEEDGWAS1465
1765	19348	NA	19348	CIMMYTMA-BANK-005948	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA242	1970-02-11	NA	NA	NA	NA	2291	2014-11-24T15:12:07Z	NA	2291	NA	SAN SEBASTIAN IXCAPA	COSTATITLAN (EL LIMON)	221	16.539657	-98.136052	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16674	NA	NA	NA	SEEDGWAS868	242913	CML269/CML264	241939	VANDEN	NA	NA	NA	Dent	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS868
1766	19351	NA	19351	CIMMYTMA-BANK-005949	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA243	1970-02-11	NA	NA	NA	NA	2291	2014-11-24T15:12:07Z	NA	2291	NA	SAN SEBASTIAN IXCAPA	COSTATITLAN (EL LIMON)	221	16.539657	-98.136052	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17045	NA	NA	NA	SEEDGWAS869	242913	CML269/CML264	241940	OLOTIL	NA	NALTEL	NA	Dent	NA	NA	Blue	White	Yellow	Collection	NA	NA	SEEDGWAS869
1767	19352	NA	19352	CIMMYTMA-BANK-005950	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA245	1970-02-11	NA	NA	NA	NA	2291	2014-11-24T15:12:07Z	NA	2291	NA	SAN SEBASTIAN IXCAPA	COSTATITLAN (EL LIMON)	221	16.539657	-98.136052	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16663	NA	NA	NA	SEEDGWAS1466	242913	CML269/CML264	242537	OLOTIL	NA	TEPECI	NA	Dent	NA	NA	Blue	White	Sun red	Collection	NA	NA	SEEDGWAS1466
1768	19353	NA	19353	CIMMYTMA-BANK-005951	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA246	1970-02-11	NA	NA	NA	NA	2291	2014-11-24T15:12:07Z	NA	2291	NA	SAN SEBASTIAN IXCAPA	COSTATITLAN (EL LIMON)	221	16.539657	-98.136052	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18928	NA	NA	NA	SEEDGWAS3225	242916	CML451/CML486	240019	TEPECI	NA	OLOTIL	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS3225
1769	19356	NA	19356	CIMMYTMA-BANK-005952	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA248	1970-02-11	NA	NA	NA	NA	7377	2014-11-24T15:12:07Z	NA	7377	NA	CACAHUATEPEC	RANCHO CASTILLO	481	16.63333333	-98.16666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	NA	NA	NA	NA	SEEDGWAS3879	242917	CML457/CML459	240675	OLOTIL	NA	TEPECI	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS3879
1773	19380	NA	19380	CIMMYTMA-BANK-005961	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA257	1970-02-11	NA	NA	NA	NA	8370	2014-11-24T15:12:07Z	NA	8370	NA	CACAHUATEPEC	SAN PEDRO AMUZGOS	507	16.655201	-98.10282	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17048	NA	NA	NA	SEEDGWAS2029	242913	CML269/CML264	238867	OLOTIL	NA	NALTEL	NA	Dent	NA	NA	Red	Blue	Yellow	Collection	NA	NA	SEEDGWAS2029
1774	19387	NA	19387	CIMMYTMA-BANK-005962	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA264	1970-02-12	NA	NA	NA	NA	8611	2014-11-24T15:12:07Z	NA	8611	NA	NA	SANTA MARIA PUTLA	778	17.03333333	-97.95	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17086	NA	NA	NA	SEEDGWAS1467	242916	CML451/CML486	242538	TEPECI	NA	NALTEL	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS1467
1775	19389	NA	19389	CIMMYTMA-BANK-005963	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA265	1970-02-12	NA	NA	NA	NA	8611	2014-11-24T15:12:07Z	NA	8611	NA	NA	SANTA MARIA PUTLA	778	17.03333333	-97.95	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17107	NA	NA	NA	SEEDGWAS871	242916	CML451/CML486	241942	TEPECI	NA	NA	NA	Dent	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS871
1776	19392	NA	19392	CIMMYTMA-BANK-005969	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA290	1970-02-23	NA	NA	NA	NA	8161	2014-11-24T15:12:07Z	NA	8161	NA	ATLATLAHUACA	SAN JUAN BAUTISTA ATLATLAHUACA	993	17.528084	-96.831814	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16695	NA	NA	NA	SEEDGWAS872	242916	CML451/CML486	241943	VANDEN	NA	OLOTON	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS872
1777	19393	NA	19393	CIMMYTMA-BANK-005972	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA293	1970-02-23	NA	NA	NA	NA	8161	2014-11-24T15:12:07Z	NA	8161	NA	ATLATLAHUACA	SAN JUAN BAUTISTA ATLATLAHUACA	993	17.528084	-96.831814	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18625	NA	NA	NA	SEEDGWAS3226	242916	CML451/CML486	240020	BOLITA	NA	NA	NA	Dent	NA	NA	White	Yellow	Sun red	Collection	NA	NA	SEEDGWAS3226
1778	19400	NA	19400	CIMMYTMA-BANK-005973	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA294	1970-02-23	NA	NA	NA	NA	8162	2014-11-24T15:12:07Z	NA	8162	NA	ETLA	SAN JUAN BAUTISTA ATLATLAHUACA	993	17.528084	-96.831814	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV24331	NA	NA	NA	SEEDGWAS3227	242917	CML457/CML459	240021	BOLITA	NA	NA	NA	Dent	NA	NA	Yellow	Sun red	NA	Collection	NA	NA	SEEDGWAS3227
1780	19452	NA	19452	CIMMYTMA-BANK-005975	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA317	1970-02-28	NA	NA	NA	NA	9867	2014-11-24T15:12:07Z	NA	9867	NA	NA	VILLA HIDALGO YALALAG	1180	17.186388	-96.172744	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17078	NA	NA	NA	SEEDGWAS3452	242913	CML269/CML264	240246	BOLITA	NA	TUXPEN	NA	Dent	NA	NA	White	Yellow	NA	Collection	NA	NA	SEEDGWAS3452
1781	19571	NA	19571	CIMMYTMA-BANK-005977	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA319	1970-02-28	NA	NA	NA	NA	9867	2014-11-24T15:12:07Z	NA	9867	NA	NA	VILLA HIDALGO YALALAG	1180	17.186388	-96.172744	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV24205	NA	NA	NA	SEEDGWAS3453	242916	CML451/CML486	240247	TUXPEN	NA	OLOTIL	NA	Dent	NA	NA	Yellow	Sun red	White	Collection	NA	NA	SEEDGWAS3453
1782	19573	NA	19573	CIMMYTMA-BANK-005979	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA330	1970-02-04	NA	NA	NA	NA	7445	2014-11-24T15:12:07Z	NA	7445	NA	PUERTO ANGEL	RANCHO PUENTE CRUZ	200	15.71666667	-96.48333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18637	NA	NA	NA	SEEDGWAS1468	242919	CML495/CML494	242539	VANDEN	NA	ZAPGRA	NA	Dent	NA	NA	White	Sun red	Yellow	Collection	NA	NA	SEEDGWAS1468
1783	19574	NA	19574	CIMMYTMA-BANK-005980	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA331	1970-02-06	NA	NA	NA	NA	2932	2014-11-24T15:12:07Z	NA	2932	NA	SAN ISIDRO APANGO	EL PALMAR	95	15.78333333	-96.3	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16474	NA	NA	NA	SEEDGWAS1469	242916	CML451/CML486	242540	TEPECI	NA	VANDEN	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS1469
1784	19582	NA	19582	CIMMYTMA-BANK-005982	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA349	1970-02-12	NA	NA	NA	NA	8611	2014-11-24T15:12:07Z	NA	8611	NA	NA	SANTA MARIA PUTLA	778	17.03333333	-97.95	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16666	NA	NA	NA	SEEDGWAS3228	242916	CML451/CML486	240022	NALTEL	NA	TEPECI	NA	Dent	NA	NA	White	Blue	Yellow	Collection	NA	NA	SEEDGWAS3228
1785	19588	NA	19588	CIMMYTMA-BANK-005983	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA380	1970-02-28	NA	NA	NA	NA	9867	2014-11-24T15:12:07Z	NA	9867	NA	NA	VILLA HIDALGO YALALAG	1180	17.186388	-96.172744	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV1178	NA	NA	NA	SEEDGWAS2436	242917	CML457/CML459	268586	BOLITA	NA	NA	NA	Dent	NA	NA	White	Yellow	Blue	Collection	NA	NA	SEEDGWAS2436
1786	19592	NA	19592	CIMMYTMA-BANK-006001	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1925	NA	NA	NA	NA	NA	8992	2014-11-24T15:12:07Z	NA	8992	NA	SAO PAULO	STO. ATO. E. POSSE	578	-22.683396	-45.167991	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18487	NA	NA	NA	SEEDGWAS2031	242919	CML495/CML494	238869	CATAMA	NA	NA	NA	Dent	NA	NA	Yellow	Sun red	Blue	Collection	NA	NA	SEEDGWAS2031
1787	19594	NA	19594	CIMMYTMA-BANK-006004	NA	NA	2	NA	NA	NA	NA	NA	NA	BRAZ1943	NA	NA	NA	NA	NA	5986	2014-11-24T15:12:07Z	NA	5986	NA	SAO PAULO	OLIMPIA	529	-20.756582	-48.92991	76	BR	BRA	BRAZIL	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17079	NA	NA	NA	SEEDGWAS2032	242913	CML269/CML264	238870	DENTAD	NA	LENHA	NA	Dent	NA	NA	Yellow	NA	NA	Collection	NA	NA	SEEDGWAS2032
1790	19632	NA	19632	CIMMYTMA-BANK-006039	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA261	1970-02-12	NA	NA	NA	NA	8027	2014-11-24T15:12:07Z	NA	8027	NA	PUTLA VILLA DE GUERRER	SAN ISIDRO CHICAHUAXTLA	2338	17.190837	-97.867153	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17755	NA	NA	NA	SEEDGWAS2766	242913	CML269/CML264	268273	CONICO	NA	BOLITA	NA	Dent	NA	NA	White	Blue	Red	Collection	NA	NA	SEEDGWAS2766
1791	19656	NA	19656	CIMMYTMA-BANK-006041	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA263	1970-02-12	NA	NA	NA	NA	8027	2014-11-24T15:12:07Z	NA	8027	NA	PUTLA VILLA DE GUERRER	SAN ISIDRO CHICAHUAXTLA	2338	17.190837	-97.867153	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17083	NA	NA	NA	SEEDGWAS2767	242916	CML451/CML486	268257	CONICO	NA	NA	NA	Dent	NA	NA	Red	Blue	White	Collection	NA	NA	SEEDGWAS2767
1792	19657	NA	19657	CIMMYTMA-BANK-006042	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA269	1970-02-12	NA	NA	NA	NA	8027	2014-11-24T15:12:07Z	NA	8027	NA	PUTLA VILLA DE GUERRER	SAN ISIDRO CHICAHUAXTLA	2338	17.190837	-97.867153	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17044	NA	NA	NA	SEEDGWAS2768	242913	CML269/CML264	268199	CONICO	NA	BOLITA	NA	Dent	NA	NA	Blue	White	Red	Collection	NA	NA	SEEDGWAS2768
1793	19669	NA	19669	CIMMYTMA-BANK-006046	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA281	1970-02-17	NA	NA	NA	NA	7828	2014-11-24T15:12:07Z	NA	7828	NA	HUAUTLA DE JIMENEZ	SAN ANDRES HIDALGO	1787	18.13333333	-96.81666667	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17100	NA	NA	NA	SEEDGWAS2437	242914	CML373/CML311	239231	CONICO	NA	OLOTON	NA	Dent	NA	NA	Blue	White	Yellow	Collection	NA	NA	SEEDGWAS2437
1794	19676	NA	19676	CIMMYTMA-BANK-006049	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA289	1970-02-22	NA	NA	NA	NA	5730	2014-11-24T15:12:07Z	NA	5730	NA	CUICATLAN	NACALTEPEC	2000	17.515762	-96.919424	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17096	NA	NA	NA	SEEDGWAS2769	242917	CML457/CML459	275912	CONICO	NA	NA	NA	Dent	NA	NA	White	NA	NA	Collection	NA	NA	SEEDGWAS2769
1795	19677	NA	19677	CIMMYTMA-BANK-006050	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA295	1970-02-21	NA	NA	NA	NA	2170	2014-11-24T15:12:07Z	NA	2170	NA	NA	CONCEPCION PAPALO	1967	17.848135	-96.879163	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16472	NA	NA	NA	SEEDGWAS2770	242913	CML269/CML264	268158	BOLITA	NA	CONICO	NA	Dent	NA	NA	Yellow	White	Blue	Collection	NA	NA	SEEDGWAS2770
1796	19678	NA	19678	CIMMYTMA-BANK-006053	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA298	1970-02-21	NA	NA	NA	NA	8610	2014-11-24T15:12:07Z	NA	8610	NA	NA	SANTA MARIA PAPALO	1860	17.76666667	-96.78333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV18708	NA	NA	NA	SEEDGWAS3696	242919	CML495/CML494	240491	OLOTON	NA	BOLITA	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS3696
1797	19691	NA	19691	CIMMYTMA-BANK-006055	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA300	1970-02-21	NA	NA	NA	NA	8610	2014-11-24T15:12:07Z	NA	8610	NA	NA	SANTA MARIA PAPALO	1860	17.76666667	-96.78333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV17065	NA	NA	NA	SEEDGWAS2771	242913	CML269/CML264	268161	CONICO	NA	CACAHU	NA	Dent	NA	NA	Blue	Red	White	Collection	NA	NA	SEEDGWAS2771
1798	19705	NA	19705	CIMMYTMA-BANK-006058	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA303	1970-02-21	NA	NA	NA	NA	8610	2014-11-24T15:12:07Z	NA	8610	NA	NA	SANTA MARIA PAPALO	1860	17.76666667	-96.78333333	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV16709	NA	NA	NA	SEEDGWAS3697	242916	CML451/CML486	240492	OLOTON	NA	BOLITA	NA	Dent	NA	NA	Yellow	White	Sun red	Collection	NA	NA	SEEDGWAS3697
1799	19706	NA	19706	CIMMYTMA-BANK-006066	NA	NA	2	NA	NA	NA	NA	NA	NA	OAXA313	1970-02-28	NA	NA	NA	NA	8200	2014-11-24T15:12:07Z	NA	8200	NA	MIXTEPEC	SAN JUAN MIXTEPEC	1896	17.312798	-97.816908	484	MX	MEX	MEXICO	NA	NA	NA	2	Zea	mays subsp. mays	NA	Maize	2	SEEDDIV20120	NA	NA	NA	SEEDGWAS2438	242917	CML457/CML459	275843	BOLITA	NA	CONICO	NA	Dent	NA	NA	White	Variegated	Sun red	Collection	NA	NA	SEEDGWAS2438
