PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Target.ID
-12.841333197328105	-18.553058416416302	7.632711446829979	5.560083120766237	11.817963693837726	-0.25748025298065674	13.328582154604844	-3.3124371763344467	3.713077268934635	-0.32545063156908766	SEEDGWAS588:250059402
-0.310073923089127	-12.711000525374507	5.9503742945109	8.665675653805975	11.053401898778866	7.707786273752733	8.613674844596133	-1.8814489554183902	5.1972621460979616	0.18064808650778913	SEEDGWAS2072:250063017
5.317937204472062	-10.53143472287134	1.578260352827575	8.269700772383185	11.115580577865025	14.172924960473148	4.348839082691801	1.83538200408626	6.110336245032567	1.8260510607221594	SEEDGWAS3790:250064564
11.63265424931198	-6.64451229855637	2.220300911598621	6.7756406234960735	10.332083362789582	19.531881485294956	4.175062756879274	6.89884604438119	7.503693392591473	1.1054637652946153	SEEDGWAS3791:250064565
-10.520772822520483	-16.172542430994397	7.191849408617929	6.515003362490299	10.657957759490428	-0.33370738250623166	9.05763747225743	-4.016174753951686	1.3840854470576296	1.4536847677741445	SEEDGWAS589:250059403
6.5545906473882285	-7.617825992652746	-0.3553420862937675	9.85075089477999	10.362904784612162	7.9820889792970435	-9.558680289864496	-2.7368324554308345	5.982985985205892	0.04584716917979979	SEEDGWAS677:250059481
11.564572775968314	-6.465055540513155	1.4938337394653523	8.876105178135559	8.580953487896688	11.689273279507178	-3.727029931271478	-0.031882252424044036	6.744781466120314	-1.1349825434149208	SEEDGWAS3792:250064566
7.363735257155607	-7.344629513908233	3.9901550067541387	4.0060287935526135	7.206062263578433	1.7793078880209896	1.2805418990625275	-3.4640693341869153	5.438473103346198	1.0637274882689096	SEEDGWAS2302:250062350
16.13013315884653	-4.6292868856713865	0.11619045286242978	8.340456280904661	7.212819119559251	12.977748423083078	-13.087451959860774	-0.5286163773725201	4.611283061150631	2.376772863941587	SEEDGWAS678:250059482
17.24080344500313	-4.690732562747518	-0.8122589726412266	10.38698283043803	10.752902483021881	20.63341232860884	-12.279090490557886	1.8100595551169658	6.692909662687029	-0.19479810721435928	SEEDGWAS5184:250105199
-2.5895292443769056	-12.356283933761054	5.774886428107253	10.223905018166239	7.353146454808439	-3.110277159454665	-8.92811556606737	-3.4893822806327566	3.238199043197119	1.1950312596676962	SEEDGWAS3158:250064124
24.565556797377177	0.3050431397532575	0.2166935929688453	8.180031132647972	5.409669667538156	15.990492336806172	-7.654686444416622	1.7366580906461206	7.464012555179938	0.879706484662683	SEEDGWAS2073:250063018
-5.121729096831195	-13.154778385957774	4.617524581965453	7.212958634082545	8.155702297880632	6.996585724269868	7.973929385165484	5.349067516103884	3.888053852156249	2.520901528413595	SEEDGWAS3371:250064323
-1.4420662534334319	-12.888164850824577	2.3767109827295543	10.123901093046719	5.976848870187252	2.1063085178926255	-2.943744287361118	-0.486540427581693	2.972578692071707	1.500561144947329	SEEDGWAS1:250054445
-1.322147744917971	-12.024274749000117	4.127582742725682	8.002984829440754	8.242812975556303	9.434997999726294	6.167000684484985	5.970795691931197	5.629942461038979	0.16297401522262434	SEEDGWAS1165:250070171
15.902920474907113	-3.3182592743479407	0.793996384218059	9.116165507032788	3.157438414306595	11.316102574325079	-12.668951085119517	1.4015188500969256	3.6379842554014257	-1.8677493328571118	SEEDGWAS680:250059483
12.765816757818929	-4.897797145962721	-0.485369844948398	9.402425289151592	3.8745580854095367	-10.475675085655078	-25.446965191322818	-11.27936497692338	1.9864076859687347	-0.6161768281316087	SEEDGWAS4036:250064807
17.960552890504573	-5.2208863896023585	0.8533270303167294	9.527353939231544	7.786513986271451	11.621383100464369	-7.320390980728752	2.689451592569394	5.776020733255999	-0.18894815472801416	SEEDGWAS4037:250069927
21.70924643149386	-2.637137617774636	-0.7011812914638724	9.547413890516088	5.440146018822327	8.438470224465457	-11.81216322102757	-1.1732320213536793	4.900439792180487	1.830996800708042	SEEDGWAS2303:250062382
18.058393248372713	-4.309455749657345	-1.108525476117217	10.044681038490557	10.846882946777225	22.30520472046745	-10.265805135668858	3.0749274418154147	7.900676641058139	0.8600532138992368	SEEDGWAS3793:250069875
12.857726861028308	-4.926979692357964	2.6767158197569603	9.984842981032463	4.22578608918007	-7.521251914989668	-23.450411394403083	-11.99153085197386	2.512150579260403	-0.7676854957131944	SEEDGWAS3372:250064324
8.770045987236058	-7.775484836107994	1.6675144285325492	9.482964547979709	2.066958231238398	-18.19958133526423	-26.91028073151865	-15.850835132270282	0.6272215294772803	-1.523179107913953	SEEDGWAS4038:250064808
19.614454227567446	-3.399931662942727	-0.29427004278021296	9.067593158322211	8.794887034444866	17.99603244516234	-11.610524389461398	1.9596145103371476	8.85694172336054	2.6626024384505356	SEEDGWAS3794:250064567
-7.281028999691696	-13.602825994236266	1.7495138097636087	10.709170613842968	4.399984166284916	-22.139526765836774	-26.87423756355868	-17.26639502152597	-0.9199546080947795	-2.7096782160029727	SEEDGWAS3159:250064125
